from,to,weight,type,gene
b0419,b0523,0.000,obo2,b1647
b2677,b2282,0.800,obo1,b2677
b2282,b1891,0.600,obo2,b2677
b1891,b0523,0.400,obo1,b2677
b0523,b0419,0.200,obo2,b2677
b0419,b0523,0.000,obo1,b2677
b1900,b4381,0.800,obo1,b1900
b4381,b1891,0.600,obo2,b1900
b1891,b0523,0.400,obo1,b1900
b0523,b0419,0.200,obo2,b1900
b0419,b0523,0.000,obo1,b1900
b2280,b2037,0.833,obo1,b2280
b2037,b1864,0.667,obo2,b2280
b1864,b2038,0.500,obo1,b2280
b2038,b2423,0.333,obo2,b2280
b2423,b4072,0.167,obo1,b2280
b4072,b1864,0.000,obo2,b2280
b1863,b2092,0.875,obo1,b1863
b2092,b0150,0.750,obo2,b1863
b0150,b2677,0.625,obo1,b1863
b2677,b2282,0.500,obo2,b1863
b2282,b1891,0.375,obo1,b1863
b1891,b0523,0.250,obo2,b1863
b0523,b0419,0.125,obo1,b1863
b0419,b0523,0.000,obo2,b1863
b4122,b1900,0.833,obo1,b4122
b1900,b4381,0.667,obo2,b4122
b4381,b1891,0.500,obo1,b4122
b1891,b0523,0.333,obo2,b4122
b0523,b0419,0.167,obo1,b4122
b0419,b0523,0.000,obo2,b4122
b2675,b0831,0.857,obo1,b2675
b0831,b2037,0.714,obo2,b2675
b2037,b1864,0.571,obo1,b2675
b1864,b2038,0.429,obo2,b2675
b2038,b2423,0.286,obo1,b2675
b2423,b4072,0.143,obo2,b2675
b4072,b1864,0.000,obo1,b2675
b4033,b0592,0.917,obo1,b4033
b0592,b3540,0.833,obo2,b4033
b3540,b3923,0.750,obo1,b4033
b3923,b2665,0.667,obo2,b4033
b2665,b1967,0.583,obo1,b4033
b1967,b1628,0.500,obo2,b4033
b1628,b3959,0.417,obo1,b4033
b3959,b0118,0.333,obo2,b4033
b0118,b0863,0.250,obo1,b4033
b0863,b2600,0.167,obo2,b4033
b2600,b2281,0.083,obo1,b4033
b2281,b1628,0.000,obo2,b4033
b0118,b0863,0.833,obo1,b0118
b0863,b2600,0.667,obo2,b0118
b2600,b2281,0.500,obo1,b0118
b2281,b1628,0.333,obo2,b0118
b1628,b3959,0.167,obo1,b0118
b3959,b0118,0.000,obo2,b0118
b4126,b3428,0.875,obo1,b4126
b3428,b2095,0.750,obo2,b4126
b2095,b1799,0.625,obo1,b4126
b1799,b3731,0.500,obo2,b4126
b3731,b3650,0.375,obo1,b4126
b3650,b0114,0.250,obo2,b4126
b0114,b0750,0.125,obo1,b4126
b0750,b0114,0.000,obo2,b4126
b0833,b4147,0.667,obo1,b0833
b4147,b0685,0.333,obo2,b0833
b0685,b4147,0.000,obo1,b0833
b0115,b3212,0.500,obo1,b0115
b3212,b0115,0.000,obo2,b0115
b0114,b0750,0.500,obo1,b0114
b0750,b0114,0.000,obo2,b0114
b1587,b2125,0.800,obo1,b1587
b2125,b2014,0.600,obo2,b1587
b2014,b2752,0.400,obo1,b1587
b2752,b2416,0.200,obo2,b1587
b2416,b2752,0.000,obo1,b1587
b1586,b2614,0.800,obo1,b1586
b2614,b3012,0.600,obo2,b1586
b3012,b0737,0.400,obo1,b1586
b0737,b2662,0.200,obo2,b1586
b2662,b2614,0.000,obo1,b1586
b1583,b2197,0.833,obo1,b1583
b2197,b1039,0.667,obo2,b1583
b1039,b2137,0.500,obo1,b1583
b2137,b2875,0.333,obo2,b1583
b2875,b3599,0.167,obo1,b1583
b3599,b1583,0.000,obo2,b1583
b0831,b2037,0.833,obo1,b0831
b2037,b1864,0.667,obo2,b0831
b1864,b2038,0.500,obo1,b0831
b2038,b2423,0.333,obo2,b0831
b2423,b4072,0.167,obo1,b0831
b4072,b1864,0.000,obo2,b0831
b1747,b2037,0.833,obo1,b1747
b2037,b1864,0.667,obo2,b1747
b1864,b2038,0.500,obo1,b1747
b2038,b2423,0.333,obo2,b1747
b2423,b4072,0.167,obo1,b1747
b4072,b1864,0.000,obo2,b1747
b1746,b2416,0.667,obo1,b1746
b2416,b2752,0.333,obo2,b1746
b2752,b2416,0.000,obo1,b1746
b1745,b1646,0.889,obo1,b1745
b1646,b2092,0.778,obo2,b1745
b2092,b0150,0.667,obo1,b1745
b0150,b2677,0.556,obo2,b1745
b2677,b2282,0.444,obo1,b1745
b2282,b1891,0.333,obo2,b1745
b1891,b0523,0.222,obo1,b1745
b0523,b0419,0.111,obo2,b1745
b0419,b0523,0.000,obo1,b1745
b1744,b3771,0.933,obo1,b1744
b3771,b3231,0.867,obo2,b1744
b3231,b1917,0.800,obo1,b1744
b1917,b3623,0.733,obo2,b1744
b3623,b3168,0.667,obo1,b1744
b3168,b1886,0.600,obo2,b1744
b1886,b3640,0.533,obo1,b1744
b3640,b2199,0.467,obo2,b1744
b2199,b2600,0.400,obo1,b1744
b2600,b2281,0.333,obo2,b1744
b2281,b1628,0.267,obo1,b1744
b1628,b3959,0.200,obo2,b1744
b3959,b0118,0.133,obo1,b1744
b0118,b0863,0.067,obo2,b1744
b0863,b2600,0.000,obo1,b1744
b1286,b0440,0.667,obo1,b1286
b0440,b2035,0.333,obo2,b1286
b2035,b0440,0.000,obo1,b1286
b1748,b4174,0.800,obo1,b1748
b4174,b3400,0.600,obo2,b1748
b3400,b3170,0.400,obo1,b1748
b3170,b1243,0.200,obo2,b1748
b1243,b3170,0.000,obo1,b1748
b1467,b2762,0.800,obo1,b1467
b2762,b2507,0.600,obo2,b1467
b2507,b1684,0.400,obo1,b1467
b1684,b2242,0.200,obo2,b1467
b2242,b1684,0.000,obo1,b1467
b0591,b3261,0.500,obo1,b0591
b3261,b0591,0.000,obo2,b0591
b3393,b2281,0.857,obo1,b3393
b2281,b1628,0.714,obo2,b3393
b1628,b3959,0.571,obo1,b3393
b3959,b0118,0.429,obo2,b3393
b0118,b0863,0.286,obo1,b3393
b0863,b2600,0.143,obo2,b3393
b2600,b2281,0.000,obo1,b3393
b0593,b4056,0.800,obo1,b0593
b4056,b3741,0.600,obo2,b0593
b3741,b3167,0.400,obo1,b0593
b3167,b1679,0.200,obo2,b0593
b1679,b3167,0.000,obo1,b0593
b0592,b3540,0.909,obo1,b0592
b3540,b3923,0.818,obo2,b0592
b3923,b2665,0.727,obo1,b0592
b2665,b1967,0.636,obo2,b0592
b1967,b1628,0.545,obo1,b0592
b1628,b3959,0.455,obo2,b0592
b3959,b0118,0.364,obo1,b0592
b0118,b0863,0.273,obo2,b0592
b0863,b2600,0.182,obo1,b0592
b2600,b2281,0.091,obo2,b0592
b2281,b1628,0.000,obo1,b0592
b0595,b2146,0.800,obo1,b0595
b2146,b2283,0.600,obo2,b0595
b2283,b1244,0.400,obo1,b0595
b1244,b2296,0.200,obo2,b0595
b2296,b1244,0.000,obo1,b0595
b0594,b1778,0.875,obo1,b0594
b1778,b2095,0.750,obo2,b0594
b2095,b1799,0.625,obo1,b0594
b1799,b3731,0.500,obo2,b0594
b3731,b3650,0.375,obo1,b0594
b3650,b0114,0.250,obo2,b0594
b0114,b0750,0.125,obo1,b0594
b0750,b0114,0.000,obo2,b0594
b0596,b3301,0.750,obo1,b0596
b3301,b0591,0.500,obo2,b0596
b0591,b3261,0.250,obo1,b0596
b3261,b0591,0.000,obo2,b0596
b0598,b3156,0.938,obo1,b0598
b3156,b1131,0.875,obo2,b0598
b1131,b0143,0.812,obo1,b0598
b0143,b1955,0.750,obo2,b0598
b1955,b3604,0.688,obo1,b0598
b3604,b3606,0.625,obo2,b0598
b3606,b1923,0.562,obo1,b0598
b1923,b2661,0.500,obo2,b0598
b2661,b3296,0.438,obo1,b0598
b3296,b0724,0.375,obo2,b0598
b0724,b1225,0.312,obo1,b0598
b1225,b3307,0.250,obo2,b0598
b3307,b1632,0.188,obo1,b0598
b1632,b1883,0.125,obo2,b0598
b1883,b1224,0.062,obo1,b0598
b1224,b1883,0.000,obo2,b0598
b2308,b2307,0.889,obo1,b2308
b2307,b0002,0.778,obo2,b2308
b0002,b2185,0.667,obo1,b2308
b2185,b0285,0.556,obo2,b2308
b0285,b0284,0.444,obo1,b2308
b0284,b1632,0.333,obo2,b2308
b1632,b1883,0.222,obo1,b2308
b1883,b1224,0.111,obo2,b2308
b1224,b1883,0.000,obo1,b2308
b1937,b1212,0.667,obo1,b1937
b1212,b1941,0.333,obo2,b1937
b1941,b1212,0.000,obo1,b1937
b0169,b3049,0.750,obo1,b0169
b3049,b0643,0.500,obo2,b0169
b0643,b0886,0.250,obo1,b0169
b0886,b0169,0.000,obo2,b0169
b0607,b0830,0.500,obo1,b0607
b0830,b0607,0.000,obo2,b0607
b0163,b0632,0.750,obo1,b0163
b0632,b1281,0.500,obo2,b0163
b1281,b0405,0.250,obo1,b0163
b0405,b1281,0.000,obo2,b0163
b0436,b2525,0.667,obo1,b0436
b2525,b0733,0.333,obo2,b0436
b0733,b2525,0.000,obo1,b0436
b0437,b0355,0.500,obo1,b0437
b0355,b0437,0.000,obo2,b0437
b0434,b0431,0.500,obo1,b0434
b0431,b0434,0.000,obo2,b0434
b0435,b0232,0.900,obo1,b0435
b0232,b1863,0.800,obo2,b0435
b1863,b2092,0.700,obo1,b0435
b2092,b0150,0.600,obo2,b0435
b0150,b2677,0.500,obo1,b0435
b2677,b2282,0.400,obo2,b0435
b2282,b1891,0.300,obo1,b0435
b1891,b0523,0.200,obo2,b0435
b0523,b0419,0.100,obo1,b0435
b0419,b0523,0.000,obo2,b0435
b0432,b2828,0.857,obo1,b0432
b2828,b3628,0.714,obo2,b0432
b3628,b4051,0.571,obo1,b0432
b4051,b2020,0.429,obo2,b0432
b2020,b4045,0.286,obo1,b0432
b4045,b2019,0.143,obo2,b0432
b2019,b4045,0.000,obo1,b0432
b0433,b3959,0.857,obo1,b0433
b3959,b0118,0.714,obo2,b0433
b0118,b0863,0.571,obo1,b0433
b0863,b2600,0.429,obo2,b0433
b2600,b2281,0.286,obo1,b0433
b2281,b1628,0.143,obo2,b0433
b1628,b3959,0.000,obo1,b0433
b0346,b4097,0.929,obo1,b0346
b4097,b4100,0.857,obo2,b0346
b4100,b1825,0.786,obo1,b0346
b1825,b1129,0.714,obo2,b0346
b1129,b4119,0.643,obo1,b0346
b4119,b0726,0.571,obo2,b0346
b0726,b3748,0.500,obo1,b0346
b3748,b2341,0.429,obo2,b0346
b2341,b2309,0.357,obo1,b0346
b2309,b2287,0.286,obo2,b0346
b2287,b1076,0.214,obo1,b0346
b1076,b0003,0.143,obo2,b0346
b0003,b1444,0.071,obo1,b0346
b1444,b0003,0.000,obo2,b0346
b0431,b0434,0.500,obo1,b0431
b0434,b0431,0.000,obo2,b0431
b2535,b2240,0.500,obo1,b2535
b2240,b2535,0.000,obo2,b2535
b2537,b3507,0.667,obo1,b2537
b3507,b3388,0.333,obo2,b2537
b3388,b3507,0.000,obo1,b2537
b2948,b2530,0.750,obo1,b2948
b2530,b1883,0.500,obo2,b2948
b1883,b1224,0.250,obo1,b2948
b1224,b1883,0.000,obo2,b2948
b2530,b1883,0.667,obo1,b2530
b1883,b1224,0.333,obo2,b2530
b1224,b1883,0.000,obo1,b2530
b0438,b1938,0.750,obo1,b0438
b1938,b3239,0.500,obo2,b0438
b3239,b4014,0.250,obo1,b0438
b4014,b3239,0.000,obo2,b0438
b0439,b3288,0.900,obo1,b0439
b3288,b4315,0.800,obo2,b0439
b4315,b3393,0.700,obo1,b0439
b3393,b2281,0.600,obo2,b0439
b2281,b1628,0.500,obo1,b0439
b1628,b3959,0.400,obo2,b0439
b3959,b0118,0.300,obo1,b0439
b0118,b0863,0.200,obo2,b0439
b0863,b2600,0.100,obo1,b0439
b2600,b2281,0.000,obo2,b0439
b1516,b3023,0.800,obo1,b1516
b3023,b3310,0.600,obo2,b1516
b3310,b3167,0.400,obo1,b1516
b3167,b1679,0.200,obo2,b1516
b1679,b3167,0.000,obo1,b1516
b0028,b1511,0.500,obo1,b0028
b1511,b0028,0.000,obo2,b0028
b3809,b1511,0.667,obo1,b3809
b1511,b0028,0.333,obo2,b3809
b0028,b1511,0.000,obo1,b3809
b0182,b1511,0.667,obo1,b0182
b1511,b0028,0.333,obo2,b0182
b0028,b1511,0.000,obo1,b0182
b0183,b0028,0.667,obo1,b0183
b0028,b1511,0.333,obo2,b0183
b1511,b0028,0.000,obo1,b0183
b2285,b0028,0.667,obo1,b2285
b0028,b1511,0.333,obo2,b2285
b1511,b0028,0.000,obo1,b2285
b1511,b0028,0.500,obo1,b1511
b0028,b1511,0.000,obo2,b1511
b3802,b0032,0.857,obo1,b3802
b0032,b2097,0.714,obo2,b3802
b2097,b2799,0.571,obo1,b3802
b2799,b1732,0.429,obo2,b3802
b1732,b3507,0.286,obo1,b3802
b3507,b3388,0.143,obo2,b3802
b3388,b3507,0.000,obo1,b3802
b4015,b1208,0.875,obo1,b4015
b1208,b1709,0.750,obo2,b4015
b1709,b0285,0.625,obo1,b4015
b0285,b0284,0.500,obo2,b4015
b0284,b1632,0.375,obo1,b4015
b1632,b1883,0.250,obo2,b4015
b1883,b1224,0.125,obo1,b4015
b1224,b1883,0.000,obo2,b4015
b0023,b1211,0.800,obo1,b0023
b1211,b1018,0.600,obo2,b0023
b1018,b4230,0.400,obo1,b0023
b4230,b1884,0.200,obo2,b0023
b1884,b4230,0.000,obo1,b0023
b0027,b1632,0.750,obo1,b0027
b1632,b1883,0.500,obo2,b0027
b1883,b1224,0.250,obo1,b0027
b1224,b1883,0.000,obo2,b0027
b1588,b1709,0.857,obo1,b1588
b1709,b0285,0.714,obo2,b1588
b0285,b0284,0.571,obo1,b1588
b0284,b1632,0.429,obo2,b1588
b1632,b1883,0.286,obo1,b1588
b1883,b1224,0.143,obo2,b1588
b1224,b1883,0.000,obo1,b1588
b4127,b2095,0.857,obo1,b4127
b2095,b1799,0.714,obo2,b4127
b1799,b3731,0.571,obo1,b4127
b3731,b3650,0.429,obo2,b4127
b3650,b0114,0.286,obo1,b4127
b0114,b0750,0.143,obo2,b4127
b0750,b0114,0.000,obo1,b4127
b3891,b4147,0.667,obo1,b3891
b4147,b0685,0.333,obo2,b3891
b0685,b4147,0.000,obo1,b3891
b3716,b0775,0.889,obo1,b3716
b0775,b3175,0.778,obo2,b3716
b3175,b2185,0.667,obo1,b3716
b2185,b0285,0.556,obo2,b3716
b0285,b0284,0.444,obo1,b3716
b0284,b1632,0.333,obo2,b3716
b1632,b1883,0.222,obo1,b3716
b1883,b1224,0.111,obo2,b3716
b1224,b1883,0.000,obo1,b3716
b3893,b1018,0.750,obo1,b3893
b1018,b4230,0.500,obo2,b3893
b4230,b1884,0.250,obo1,b3893
b1884,b4230,0.000,obo2,b3893
b0930,b1376,0.889,obo1,b0930
b1376,b1487,0.778,obo2,b0930
b1487,b2235,0.667,obo1,b0930
b2235,b1947,0.556,obo2,b0930
b1947,b1631,0.444,obo1,b0930
b1631,b0058,0.333,obo2,b0930
b0058,b1444,0.222,obo1,b0930
b1444,b0003,0.111,obo2,b0930
b0003,b1444,0.000,obo1,b0930
b2828,b3628,0.833,obo1,b2828
b3628,b4051,0.667,obo2,b2828
b4051,b2020,0.500,obo1,b2828
b2020,b4045,0.333,obo2,b2828
b4045,b2019,0.167,obo1,b2828
b2019,b4045,0.000,obo2,b2828
b3321,b3959,0.857,obo1,b3321
b3959,b0118,0.714,obo2,b3321
b0118,b0863,0.571,obo1,b3321
b0863,b2600,0.429,obo2,b3321
b2600,b2281,0.286,obo1,b3321
b2281,b1628,0.143,obo2,b3321
b1628,b3959,0.000,obo1,b3321
b2239,b2302,0.750,obo1,b2239
b2302,b1207,0.500,obo2,b2239
b1207,b1890,0.250,obo1,b2239
b1890,b2239,0.000,obo2,b2239
b3486,b0812,0.750,obo1,b3486
b0812,b3868,0.500,obo2,b3486
b3868,b1943,0.250,obo1,b3486
b1943,b3868,0.000,obo2,b3486
b2234,b2032,0.938,obo1,b2234
b2032,b0311,0.875,obo2,b2234
b0311,b2597,0.812,obo1,b2234
b2597,b0729,0.750,obo2,b2234
b0729,b1254,0.688,obo1,b2234
b1254,b1129,0.625,obo2,b2234
b1129,b4119,0.562,obo1,b2234
b4119,b0726,0.500,obo2,b2234
b0726,b3748,0.438,obo1,b2234
b3748,b2341,0.375,obo2,b2234
b2341,b2309,0.312,obo1,b2234
b2309,b2287,0.250,obo2,b2234
b2287,b1076,0.188,obo1,b2234
b1076,b0003,0.125,obo2,b2234
b0003,b1444,0.062,obo1,b2234
b1444,b0003,0.000,obo2,b2234
b2235,b1947,0.833,obo1,b2235
b1947,b1631,0.667,obo2,b2235
b1631,b0058,0.500,obo1,b2235
b0058,b1444,0.333,obo2,b2235
b1444,b0003,0.167,obo1,b2235
b0003,b1444,0.000,obo2,b2235
b3932,b3714,0.938,obo1,b3932
b3714,b3432,0.875,obo2,b3932
b3432,b2597,0.812,obo1,b3932
b2597,b0729,0.750,obo2,b3932
b0729,b1254,0.688,obo1,b3932
b1254,b1129,0.625,obo2,b3932
b1129,b4119,0.562,obo1,b3932
b4119,b0726,0.500,obo2,b3932
b0726,b3748,0.438,obo1,b3932
b3748,b2341,0.375,obo2,b3932
b2341,b2309,0.312,obo1,b3932
b2309,b2287,0.250,obo2,b3932
b2287,b1076,0.188,obo1,b3932
b1076,b0003,0.125,obo2,b3932
b0003,b1444,0.062,obo1,b3932
b1444,b0003,0.000,obo2,b3932
b3714,b3432,0.933,obo1,b3714
b3432,b2597,0.867,obo2,b3714
b2597,b0729,0.800,obo1,b3714
b0729,b1254,0.733,obo2,b3714
b1254,b1129,0.667,obo1,b3714
b1129,b4119,0.600,obo2,b3714
b4119,b0726,0.533,obo1,b3714
b0726,b3748,0.467,obo2,b3714
b3748,b2341,0.400,obo1,b3714
b2341,b2309,0.333,obo2,b3714
b2309,b2287,0.267,obo1,b3714
b2287,b1076,0.200,obo2,b3714
b1076,b0003,0.133,obo1,b3714
b0003,b1444,0.067,obo2,b3714
b1444,b0003,0.000,obo1,b3714
b3705,b2414,0.750,obo1,b3705
b2414,b0003,0.500,obo2,b3705
b0003,b1444,0.250,obo1,b3705
b1444,b0003,0.000,obo2,b3705
b3958,b3750,0.500,obo1,b3958
b3750,b3958,0.000,obo2,b3958
b4288,b0355,0.667,obo1,b4288
b0355,b0437,0.333,obo2,b4288
b0437,b0355,0.000,obo1,b4288
b2751,b2137,0.857,obo1,b2751
b2137,b2875,0.714,obo2,b2751
b2875,b3599,0.571,obo1,b2751
b3599,b1583,0.429,obo2,b2751
b1583,b2197,0.286,obo1,b2751
b2197,b1039,0.143,obo2,b2751
b1039,b2137,0.000,obo1,b2751
b2750,b3640,0.889,obo1,b2750
b3640,b2199,0.778,obo2,b2750
b2199,b2600,0.667,obo1,b2750
b2600,b2281,0.556,obo2,b2750
b2281,b1628,0.444,obo1,b2750
b1628,b3959,0.333,obo2,b2750
b3959,b0118,0.222,obo1,b2750
b0118,b0863,0.111,obo2,b2750
b0863,b2600,0.000,obo1,b2750
b2752,b2416,0.500,obo1,b2752
b2416,b2752,0.000,obo2,b2752
b3936,b1133,0.938,obo1,b3936
b1133,b1953,0.875,obo2,b3936
b1953,b0143,0.812,obo1,b3936
b0143,b1955,0.750,obo2,b3936
b1955,b3604,0.688,obo1,b3936
b3604,b3606,0.625,obo2,b3936
b3606,b1923,0.562,obo1,b3936
b1923,b2661,0.500,obo2,b3936
b2661,b3296,0.438,obo1,b3936
b3296,b0724,0.375,obo2,b3936
b0724,b1225,0.312,obo1,b3936
b1225,b3307,0.250,obo2,b3936
b3307,b1632,0.188,obo1,b3936
b1632,b1883,0.125,obo2,b3936
b1883,b1224,0.062,obo1,b3936
b1224,b1883,0.000,obo2,b3936
b0337,b1628,0.857,obo1,b0337
b1628,b3959,0.714,obo2,b0337
b3959,b0118,0.571,obo1,b0337
b0118,b0863,0.429,obo2,b0337
b0863,b2600,0.286,obo1,b0337
b2600,b2281,0.143,obo2,b0337
b2281,b1628,0.000,obo1,b0337
b0336,b0435,0.909,obo1,b0336
b0435,b0232,0.818,obo2,b0336
b0232,b1863,0.727,obo1,b0336
b1863,b2092,0.636,obo2,b0336
b2092,b0150,0.545,obo1,b0336
b0150,b2677,0.455,obo2,b0336
b2677,b2282,0.364,obo1,b0336
b2282,b1891,0.273,obo2,b0336
b1891,b0523,0.182,obo1,b0336
b0523,b0419,0.091,obo2,b0336
b0419,b0523,0.000,obo1,b0336
b0331,b1784,0.667,obo1,b0331
b1784,b2682,0.333,obo2,b0331
b2682,b1784,0.000,obo1,b0331
b0333,b2347,0.857,obo1,b0333
b2347,b2350,0.714,obo2,b0333
b2350,b2293,0.571,obo1,b0333
b2293,b1773,0.429,obo2,b0333
b1773,b0151,0.286,obo1,b0333
b0151,b3981,0.143,obo2,b0333
b3981,b0151,0.000,obo1,b0333
b3931,b0948,0.909,obo1,b3931
b0948,b3923,0.818,obo2,b3931
b3923,b2665,0.727,obo1,b3931
b2665,b1967,0.636,obo2,b3931
b1967,b1628,0.545,obo1,b3931
b1628,b3959,0.455,obo2,b3931
b3959,b0118,0.364,obo1,b3931
b0118,b0863,0.273,obo2,b3931
b0863,b2600,0.182,obo1,b3931
b2600,b2281,0.091,obo2,b3931
b2281,b1628,0.000,obo1,b3931
b2276,b1709,0.857,obo1,b2276
b1709,b0285,0.714,obo2,b2276
b0285,b0284,0.571,obo1,b2276
b0284,b1632,0.429,obo2,b2276
b1632,b1883,0.286,obo1,b2276
b1883,b1224,0.143,obo2,b2276
b1224,b1883,0.000,obo1,b2276
b2201,b2308,0.900,obo1,b2201
b2308,b2307,0.800,obo2,b2201
b2307,b0002,0.700,obo1,b2201
b0002,b2185,0.600,obo2,b2201
b2185,b0285,0.500,obo1,b2201
b0285,b0284,0.400,obo2,b2201
b0284,b1632,0.300,obo1,b2201
b1632,b1883,0.200,obo2,b2201
b1883,b1224,0.100,obo1,b2201
b1224,b1883,0.000,obo2,b2201
b0232,b1863,0.889,obo1,b0232
b1863,b2092,0.778,obo2,b0232
b2092,b0150,0.667,obo1,b0232
b0150,b2677,0.556,obo2,b0232
b2677,b2282,0.444,obo1,b0232
b2282,b1891,0.333,obo2,b0232
b1891,b0523,0.222,obo1,b0232
b0523,b0419,0.111,obo2,b0232
b0419,b0523,0.000,obo1,b0232
b2277,b2021,0.750,obo1,b2277
b2021,b3983,0.500,obo2,b2277
b3983,b1818,0.250,obo1,b2277
b1818,b3983,0.000,obo2,b2277
b2200,b0150,0.857,obo1,b2200
b0150,b2677,0.714,obo2,b2200
b2677,b2282,0.571,obo1,b2200
b2282,b1891,0.429,obo2,b2200
b1891,b0523,0.286,obo1,b2200
b0523,b0419,0.143,obo2,b2200
b0419,b0523,0.000,obo1,b2200
b0631,b1679,0.667,obo1,b0631
b1679,b3167,0.333,obo2,b0631
b3167,b1679,0.000,obo1,b0631
b1632,b1883,0.667,obo1,b1632
b1883,b1224,0.333,obo2,b1632
b1224,b1883,0.000,obo1,b1632
b1631,b0058,0.750,obo1,b1631
b0058,b1444,0.500,obo2,b1631
b1444,b0003,0.250,obo1,b1631
b0003,b1444,0.000,obo2,b1631
b1630,b3932,0.941,obo1,b1630
b3932,b3714,0.882,obo2,b1630
b3714,b3432,0.824,obo1,b1630
b3432,b2597,0.765,obo2,b1630
b2597,b0729,0.706,obo1,b1630
b0729,b1254,0.647,obo2,b1630
b1254,b1129,0.588,obo1,b1630
b1129,b4119,0.529,obo2,b1630
b4119,b0726,0.471,obo1,b1630
b0726,b3748,0.412,obo2,b1630
b3748,b2341,0.353,obo1,b1630
b2341,b2309,0.294,obo2,b1630
b2309,b2287,0.235,obo1,b1630
b2287,b1076,0.176,obo2,b1630
b1076,b0003,0.118,obo1,b1630
b0003,b1444,0.059,obo2,b1630
b1444,b0003,0.000,obo1,b1630
b4306,b3786,0.857,obo1,b4306
b3786,b1680,0.714,obo2,b4306
b1680,b2762,0.571,obo1,b4306
b2762,b2507,0.429,obo2,b4306
b2507,b1684,0.286,obo1,b4306
b1684,b2242,0.143,obo2,b4306
b2242,b1684,0.000,obo1,b4306
b3006,b1886,0.900,obo1,b3006
b1886,b3640,0.800,obo2,b3006
b3640,b2199,0.700,obo1,b3006
b2199,b2600,0.600,obo2,b3006
b2600,b2281,0.500,obo1,b3006
b2281,b1628,0.400,obo2,b3006
b1628,b3959,0.300,obo1,b3006
b3959,b0118,0.200,obo2,b3006
b0118,b0863,0.100,obo1,b3006
b0863,b2600,0.000,obo2,b3006
b4287,b3959,0.857,obo1,b4287
b3959,b0118,0.714,obo2,b4287
b0118,b0863,0.571,obo1,b4287
b0863,b2600,0.429,obo2,b4287
b2600,b2281,0.286,obo1,b4287
b2281,b1628,0.143,obo2,b4287
b1628,b3959,0.000,obo1,b4287
b4034,b0523,0.667,obo1,b4034
b0523,b0419,0.333,obo2,b4034
b0419,b0523,0.000,obo1,b4034
b3199,b4239,0.500,obo1,b3199
b4239,b3199,0.000,obo2,b3199
b3752,b4381,0.800,obo1,b3752
b4381,b1891,0.600,obo2,b3752
b1891,b0523,0.400,obo1,b3752
b0523,b0419,0.200,obo2,b3752
b0419,b0523,0.000,obo1,b3752
b2125,b2014,0.750,obo1,b2125
b2014,b2752,0.500,obo2,b2125
b2752,b2416,0.250,obo1,b2125
b2416,b2752,0.000,obo2,b2125
b3628,b4051,0.800,obo1,b3628
b4051,b2020,0.600,obo2,b3628
b2020,b4045,0.400,obo1,b3628
b4045,b2019,0.200,obo2,b3628
b2019,b4045,0.000,obo1,b3628
b0809,b1818,0.667,obo1,b0809
b1818,b3983,0.333,obo2,b0809
b3983,b1818,0.000,obo1,b0809
b3021,b0523,0.667,obo1,b3021
b0523,b0419,0.333,obo2,b3021
b0419,b0523,0.000,obo1,b3021
b0805,b3162,0.800,obo1,b0805
b3162,b3430,0.600,obo2,b0805
b3430,b1684,0.400,obo1,b0805
b1684,b2242,0.200,obo2,b0805
b2242,b1684,0.000,obo1,b0805
b0804,b0830,0.667,obo1,b0804
b0830,b0607,0.333,obo2,b0804
b0607,b0830,0.000,obo1,b0804
b3024,b0922,0.500,obo1,b3024
b0922,b3024,0.000,obo2,b3024
b3750,b3958,0.500,obo1,b3750
b3958,b3750,0.000,obo2,b3750
b2416,b2752,0.500,obo1,b2416
b2752,b2416,0.000,obo2,b2416
b1047,b2752,0.667,obo1,b1047
b2752,b2416,0.333,obo2,b1047
b2416,b2752,0.000,obo1,b1047
b1129,b4119,0.900,obo1,b1129
b4119,b0726,0.800,obo2,b1129
b0726,b3748,0.700,obo1,b1129
b3748,b2341,0.600,obo2,b1129
b2341,b2309,0.500,obo1,b1129
b2309,b2287,0.400,obo2,b1129
b2287,b1076,0.300,obo1,b1129
b1076,b0003,0.200,obo2,b1129
b0003,b1444,0.100,obo1,b1129
b1444,b0003,0.000,obo2,b1129
b3651,b3788,0.889,obo1,b3651
b3788,b0895,0.778,obo2,b3651
b0895,b4122,0.667,obo1,b3651
b4122,b1900,0.556,obo2,b3651
b1900,b4381,0.444,obo1,b3651
b4381,b1891,0.333,obo2,b3651
b1891,b0523,0.222,obo1,b3651
b0523,b0419,0.111,obo2,b3651
b0419,b0523,0.000,obo1,b3651
b4035,b2414,0.750,obo1,b4035
b2414,b0003,0.500,obo2,b4035
b0003,b1444,0.250,obo1,b4035
b1444,b0003,0.000,obo2,b4035
b1126,b2704,0.833,obo1,b1126
b2704,b0967,0.667,obo2,b1126
b0967,b0925,0.500,obo1,b1126
b0925,b0003,0.333,obo2,b1126
b0003,b1444,0.167,obo1,b1126
b1444,b0003,0.000,obo2,b1126
b1125,b1129,0.909,obo1,b1125
b1129,b4119,0.818,obo2,b1125
b4119,b0726,0.727,obo1,b1125
b0726,b3748,0.636,obo2,b1125
b3748,b2341,0.545,obo1,b1125
b2341,b2309,0.455,obo2,b1125
b2309,b2287,0.364,obo1,b1125
b2287,b1076,0.273,obo2,b1125
